,unique_id,date_close,date_open,oplata
1553,050111465,09-08-22,11-08-22,
1554,050105733,,,
1555,030122525,18-09-22,19-09-22,
1556,030147268,,,
1557,030130477,,,
1558,030112610,21-09-22,29-09-22,
1559,030129729,25-09-22,27-09-22,
1560,030119210,,,
1561,030120480,23-08-22,25-08-22,
1562,030128704,,,
1563,030121497,,,
1564,030122454,,,
1565,030128888,,,
1566,030129274,01-09-22,02-09-22,
1567,030110785,14-09-22,16-09-22,
1568,030124597,,,
1569,030125438,12-09-22,26-09-22,
1570,030125622,19-09-22,21-09-22,
1571,030129275,,,
1572,030129282,,,
1573,030129276,,,
1574,030128319,,,
1575,030129029,,,
1576,030124775,,,
1577,030128794,,,
1578,030127968,,,
1579,030129068,,,
1580,030127973,,,
1581,030129286,,,
1582,030130479,,,
1583,030128768,,,
1584,030128886,,,
1585,030128887,,,
1586,030128769,,,
1587,030129027,,,
1588,030129723,,,
1589,030145175,17-09-22,26-09-22,
1590,030116219,,,
1591,030145177,,,
1592,030125946,,,
1593,030124159,08-09-22,26-09-22,
1594,030122498,,,
1595,030120060,,,
1596,050715042,,,
1597,050712956,,,
1598,050714563,,,
1599,050712957,,,
1600,050714500,,,
1601,050714546,,,
1602,050703024,,,
1603,050702777,,,
1604,050702774,,,
1605,050714564,,,
1606,050704417,,,
1607,050714561,,,
1608,050714689,,,
1609,050715735,,,
1610,050715306,,,
1611,050712082,,,
1612,050711489,,,
1613,050715013,,,
1614,050715732,,,
1615,050715307,,,
1616,050715016,,,
1617,050715315,,,
1618,050715009,,,
1619,050704937,,,
1620,050715148,,,
1621,090903117,,,450
1622,090900907,,,450
1623,090903019,,,450
1624,090901503,,,450
1625,090903116,,,450
1626,090901435,,,450
1627,090903118,,,450
1628,090901512,,,450
1629,090903017,,,450
1630,090903020,,,450
1631,070105758,,,
1632,070120594,,,
1633,070116667,,,
1634,070122772,,,
1635,070121619,,,
1636,070121423,,,
1637,070111495,,,
1638,070122005,,,
1639,070119845,,,
1640,070112689,,,
1641,070120582,15-09-22,16-09-22,
1642,070120064,12-09-22,30-09-22,
1643,070121944,,,
1644,070111571,,,
1645,070121574,,,
1646,070120901,,,
1647,070119817,,,
1648,070117385,12-09-22,13-09-22,
1649,070123510,,,
1650,070120063,,,
1651,070120065,,,
1652,070109821,,,
1653,070119633,,,350
1654,070120925,,,
1655,070123404,,,
1656,070120861,,,
1657,070121482,,,
1658,070105320,23-09-22,24-09-22,
1659,070120924,17-09-22,18-09-22,
1660,070120902,18-09-22,19-09-22,
1661,011600363,,,350
1662,011600475,,,350
1663,011600200,,,
1664,011600231,,,
1665,061205884,19-09-22,21-09-22,
1666,061205759,,,
1667,061206048,,,
1668,061203144,,,
1669,061203291,,,
1670,061203163,,,
1671,061207284,,,
1672,061204913,,,
1673,061203158,,,
1674,061205279,,,
1675,061203146,,,
1676,061203164,,,
1677,061205023,,,
1678,061205941,,,
1679,061210220,,,
1680,061207976,,,
1681,061203166,,,
1682,061205994,,,
1683,061203167,,,
1684,061210101,,,
1685,061209906,,,
1686,061203168,,,
1687,061203169,,,
1688,061203173,,,
1689,061209932,,,
1690,061203147,,,
1691,061208398,,,
1692,061204234,,,
1693,061204879,,,
1694,061210100,,,
1695,061208176,,,
1696,061205275,,,
1697,061206026,,,
1698,061205022,,,
1699,061208888,,,
1700,061206719,,,
1701,061203150,,,
1702,061209394,,,
1703,061203151,,,
1704,061205334,,,
1705,061205277,,,
1706,061205822,,,
1707,061209933,,,
1708,061210099,18-08-22,19-08-22,
1709,061210218,,,
1710,061205771,,,
1711,010700982,,,
1712,010700980,,,
1713,010704810,,,
1714,010703244,,,
1715,010700979,01-09-22,05-09-22,
1716,010700970,,,
1717,010704718,07-09-22,08-09-22,
1718,010704009,,,
1719,010703408,,,
1720,010704809,,,
1721,010704813,,,
1722,010700969,01-09-22,02-09-22,350
1723,010700973,,,350
1724,010704719,,,
1725,010700967,,,350
1726,010704811,,,
1727,010704812,,,
1728,010802743,,,
1729,010804317,,,350
1730,010805245,,,350
1731,010802744,,,
1732,010805001,,,
1733,010807763,,,350
1734,010807895,,,
1735,010801126,,,350
1736,010801115,,,350
1737,010801129,,,
1738,010804318,,,350
1739,010804319,25-09-22,27-09-22,350
1740,010802745,,,
1741,010804324,,,350
1742,010801101,,,350
1743,010807720,,,350
1744,010804320,,,350
1745,010804323,,,350
1746,010807539,,,350
1747,010801102,,,350
1748,010801181,,,350
1749,010801136,,,250
1750,010804371,,,250
1751,010807002,,,250
1752,010807838,,,250
1753,010806934,22-09-22,25-09-22,250
1754,010805250,,,350
1755,010806285,20-09-22,22-09-22,350
1756,010802746,,,
1757,080701423,,,450
1758,080702351,,,450
1759,080702140,,,450
1760,080701439,,,450
1761,080701426,,,450
1762,080701427,,,450
1763,080702118,,,450
1764,080704911,,,450
1765,080701614,,,
1766,080701430,,,450
1767,080701431,,,450
1768,080702042,,,
1769,080704904,,,450
1770,080704678,,,
1771,080703634,,,
1772,080701433,,,
1773,010907237,,,
1774,010904504,,,
1775,010904505,,,
1776,010905873,,,
1777,010907228,,,
1778,010901032,,,
1779,010907234,,,
1780,010905652,,,
1781,010907236,,,
1782,010906314,,,
1783,010907001,,,
1784,010905725,,,
1785,010902447,,,
1786,010904978,,,
1787,010901243,,,
1788,070306939,,,350
1789,070308320,,,350
1790,070306326,,,350
1791,070308638,,,350
1792,070307885,,,350
1793,070306325,,,350
1794,070308513,,,350
1795,070305361,,,350
1796,070306112,,,350
1797,070306085,,,350
1798,070308637,,,350
1799,070308706,20-09-22,26-09-22,350
1800,070308515,,,350
1801,070305453,,,
1802,070301826,,,
1803,070308569,,,
1804,070306876,,,
1805,070306118,,,
1806,070303036,,,
1807,070305842,,,
1808,070301430,,,
1809,070303037,,,
1810,070308689,,,
1811,070306113,,,
1812,070308566,,,350
1813,070305778,,,350
1814,070301295,,,350
1815,070306323,,,350
1816,040608518,01-09-22,02-09-22,
1817,040602085,,,
1818,040610030,,,
1819,040602125,,,
1820,040602369,,,
1821,040602348,,,
1822,040607521,,,
1823,040602391,,,
1824,040609595,,,
1825,040602327,,,
1826,040602323,,,
1827,040602052,,,
1828,040609085,,,
1829,040602027,21-09-22,22-09-22,
1830,040602029,,,
1831,040602086,,,
1832,040602398,,,
1833,040608602,,,
1834,040602379,29-07-22,30-07-22,
1835,040607092,,,
1836,040609954,,,
1837,040608516,,,
1838,050806253,,,350
1839,091006657,,,450
1840,091011176,,,450
1841,091006659,,,450
1842,091005168,,,450
1843,091006660,,,450
1844,091009985,,,450
1845,090301120,,,450
1846,091006655,,,450
1847,091002572,,,450
1848,090300758,,,450
1849,090301690,,,450
1850,091006651,,,450
1851,090301607,,,450
1852,091006661,,,450
1853,091006565,,,450
1854,091005165,12-09-22,13-09-22,
1855,091006654,,,
1856,091006656,,,
1857,091006653,,,
1858,091006652,,,
1859,091006253,,,450
1860,091009927,,,450
1861,091005164,,,450
1862,091006663,,,450
1863,070404116,,,400
1864,070406879,,,400
1865,070403863,,,400
1866,070401649,,,400
1867,070406424,,,400
1868,070406687,,,400
1869,070406939,,,350
1870,070406885,,,350
1871,070406688,,,350
1872,070407069,,,400
1873,070407293,20-09-22,30-09-22,400
1874,070406255,,,400
1875,070406874,,,400
1876,070404452,,,400
1877,070406941,,,350
1878,070406938,,,350
1879,070406940,,,350
1880,070404277,,,400
1881,070404849,,,400
1882,070406428,,,
1883,070508180,,,
1884,070510684,,,
1885,070513104,,,
1886,070516129,,,
1887,070512571,,,350
1888,070506013,,,350
1889,070506011,,,
1890,070502862,,,
1891,070515598,,,
1892,070509904,,,
1893,070516376,,,
1894,070514996,,,350
1895,070509903,,,
1896,070516287,,,
1897,070515301,,,350
1898,070514971,,,350
1899,070509902,,,
1900,070506017,,,350
1901,070507458,,,
1902,070516285,,,350
1903,070503557,,,350
1904,070513604,,,350
1905,070506019,,,
1906,070513613,,,
1907,070509863,,,
1908,070515125,,,350
1909,070516131,,,
1910,070510348,,,350
1911,070515530,,,
1912,070513137,,,
1913,061601523,,,
1914,061601969,,,
1915,061601971,,,
1916,061601520,,,
1917,061601521,,,
1918,061601966,,,
1919,061601982,,,
1920,061601629,,,
1921,061601669,,,
1922,061601006,,,
1923,061600890,,,
1924,061601526,,,
1925,061601539,,,
1926,061601548,,,
1927,061601545,,,
1928,061601527,,,
1929,061600961,,,
1930,061601540,,,
1931,061601630,,,
1932,061601988,,,
1933,061601632,,,
1934,061601983,,,
1935,061600893,,,
1936,061601655,,,
1937,061601987,,,
1938,061602053,,,
1939,061600964,,,
1940,040710551,,,
1941,040701909,,,
1942,040710553,,,
1943,040710558,,,
1944,040710554,,,
1945,040710549,,,
1946,040710552,,,
1947,040707347,,,
1948,040710559,,,
1949,040710557,,,
1950,040710162,,,
1951,040708614,,,
1952,040710496,,,
1953,040710527,,,
1954,040710590,,,
1955,040710556,,,
1956,040710537,,,
1957,040710764,,,
1958,040710550,,,
1959,070600798,,,400
1960,070602302,,,400
1961,070602901,,,400
1962,070600881,,,400
1963,070602578,,,400
1964,070601795,,,400
1965,070602301,,,400
1966,070601474,,,400
1967,070602303,,,400
1968,011001812,,,350
1969,011001391,,,350
1970,011001392,,,350
1971,011001383,,,350
1972,011001386,,,350
1973,011001390,,,350
1974,011001385,,,350
1975,011001399,,,350
1976,011007515,,,350
1977,011001381,,,
1978,011007672,,,
1979,011001398,,,350
1980,011001366,,,350
1981,011001373,,,250
1982,011005735,,,250
1983,011007693,,,250
