Код ОП,Бренд ОП,Область,Населённый пункт название,Адрес Офиса продаж,Режим работы,Тип строения,GPS координаты. широта,GPS координаты. долгота,Дата закрытия точки,Дата открытия точки,ТП,assigned,Оплата
40511205,МТС ФР,Республика Татарстан,Осиново,село Осиново улица Садовая 9,"ежедн. 10:00-22:00, перерыв 11:30-12:00, перерыв 16:00-16:30",ТЦ,55.873767,48.882567,,,Регионал Репенчук Татьяна,,
40511246,МТС ФР,Республика Татарстан,Пестрецы,село Пестрецы улица Советская 2,"пн-пт 08:00-18:00, перерыв 14:00-15:00; сб-вс 08:00-17:00, перерыв 14:00-15:00",Стрит,55.7484093,49.6496005,,,Регионал Репенчук Татьяна,,
40512573,МТС ФР,Республика Татарстан,Рыбная Слобода,поселок городского типа Рыбная Слобода улица Ленина 81Б,"пн-пт 08:00-17:00, перерыв 13:00-13:30; сб 08:30-15:00",Стрит,55.463013,50.146034,,,Регионал Репенчук Татьяна,,
40516435,Виртуальный монобренд,Республика Татарстан,Сарманово,село Сарманово улица Ленина 65Г,пн-сб 09:00-17:00,Стрит,55.256263,52.593241,,,Регионал Репенчук Татьяна,,
40511245,МТС ФР,Республика Татарстан,Сарманово,село Сарманово улица Мусы Джалиля 68,"пн-пт 08:00-18:00, перерыв 13:00-14:00; сб-вс 08:00-17:00, перерыв 13:00-14:00",Стрит,55.2525588,52.5909124,,,Регионал Репенчук Татьяна,,
40515620,МТС ФР,Республика Татарстан,Тюлячи,село Тюлячи улица Ленина 36,"пн-пт 08:00-17:00, перерыв 12:00-13:00",Стрит,55.889579,50.236525,,,Регионал Репенчук Татьяна,,
40505601,МТС ФР,Республика Татарстан,Уруссу,поселок городского типа Уруссу улица Пушкина 81,"ежедн. 08:00-19:00, перерыв 11:30-12:00, перерыв 16:00-16:30",Стрит,54.595195,53.463791,,,Регионал Репенчук Татьяна,,
40516436,МТС ФР,Республика Татарстан,Черемшан,село Черемшан улица Титова 22,ежедн. 09:00-18:00,ТЦ,54.660573,51.505670,,,Регионал Репенчук Татьяна,,
40516609,МТС ФР,Республика Татарстан,Чистополь,город Чистополь улица Карла Маркса 118Е,ежедн. 08:00-15:00,ТЦ,55.360881,50.644794,,,Регионал Репенчук Татьяна,,
40504243,МТС ФР,Республика Татарстан,Юдино,поселок Юдино улица Красикова 12А,"ежедн. 09:00-20:00, перерыв 14:00-14:30",Стрит,55.820283,48.899523,,,Регионал Репенчук Татьяна,,
80800559,МТС ФР,Республика Тыва,Ак-Довурак,город Ак-Довурак улица Юбилейная 5,"пн-пт 09:00-18:00, сб 10:00-17:00",Стрит,51.192048,90.599678,,,,,450
80800952,Виртуальный монобренд,Республика Тыва,Бай-Хаак,село Бай-Хаак улица Советская 100,пн-сб 09:00-18:00,ТЦ,51.162121,94.465479,,,,,450
80800757,МТС ФР,Республика Тыва,Самагалтай,село Самагалтай улица А.Ч.Кунаа 58,пн-пт 09:00-18:00,Стрит,50.600640,95.004800,,,,,450
80800758,МТС ФР,Республика Тыва,Тоора-Хем,село Тоора-Хем улица Комсомольская 30,"пн-пт 09:00-18:00, сб 10:00-17:00",Стрит,52.464660,96.115711,,,,,450
80800944,МТС ФР,Республика Тыва,Туран,город Туран улица Кочетова 8,пн-сб 10:00-18:00,ТЦ,52.142655,93.925394,,,,,450
80800972,МТС ФР,Республика Тыва,Чаа-Холь,село Чаа-Холь улица Ленина 25,пн-сб 08:30-17:30,ТЦ,51.514980,92.329599,,,,,450
80800943,МТС ФР,Республика Тыва,Шагонар,город Шагонар улица Дружбы 59а,"ПН-СБ 10:00-18:00, ВС ВЫХОДНОЙ",Стрит,51.537484,92.917996,,,,,450
80403539,Виртуальный монобренд,Республика Хакасия,Абакан,город Абакан улица Вознесения 1,пн-пт 09:00-21:00,ТЦ,53.694518,91.408980,,,,,350
80403533,Телефон.ру ФР,Республика Хакасия,Аскиз,село Аскиз улица Первомайская 3,"пн-пт 09:00-18:00, сб 10:00-16:00",Стрит,53.133115,90.535293,06-09-22,07-09-22,,,450
80403550,Виртуальный монобренд,Республика Хакасия,Аскиз,село Аскиз улица Первомайская 3,"пн-пт 09:00-18:00, сб 10:00-16:00",ТЦ,53.1327752,90.532287,,,,,450
80400897,МТС ФР,Республика Хакасия,Аскиз,село Аскиз улица Победы 7,"пн-пт 09:00-18:00, перерыв 14:30-15:00; сб-вс 10:00-15:00",Стрит,53.133287,90.535624,,,,,450
80402559,МТС ФР,Республика Хакасия,Белый Яр,село Белый Яр улица Ленина 72,"пн-пт 09:00-18:00, перерыв 13:00-14:00",Стрит,53.598631,91.379117,20-09-22,26-09-22,,,450
80401617,МТС ФР,Республика Хакасия,Бея,село Бея улица Ленина 107,"пн-пт 09:00-18:00, перерыв 12:00-13:00",ТЦ,53.051944,90.922362,,,,,450
80403449,МТС ФР,Республика Хакасия,Боград,село Боград улица Новая 13,"пн-пт 09:00-18:00, перерыв 13:00-14:00; сб 10:00-17:00",ТЦ,54.21725,90.856522,,,,,450
80403792,МТС ФР,Республика Хакасия,Копьево,поселок Копьево улица Вокзальная 43,"пн-пт 10:00-18:00, сб 10:00-15:00",Стрит,54.99135,89.81975,,,,,450
80401021,МТС ФР,Республика Хакасия,Таштып,город Таштып улица Советская 94,"пн-пт 09:00-18:00, перерыв 13:00-14:00",ТЦ,52.801247,89.893365,16-09-22,17-09-22,,,450
80403451,Телефон.ру ФР,Республика Хакасия,Таштып,поселок Таштып улица Советская 157,"пн-пт 09:00-18:00, перерыв 13:00-14:00",ТЦ,52.80166,89.89357,01-09-22,02-09-22,,,450
80400899,МТС ФР,Республика Хакасия,Усть-Абакан,поселок городского типа Усть-Абакан улица Базарная 1,"ПН-ПТ 09:00-19:00, СБ-ВС 10:00-17:00",Стрит,53.832870,91.395099,,,,,450
80402724,МТС ФР,Республика Хакасия,Черемушки,поселок Черемушки улица Терраса-1 17А,"пн-пт 10:00-18:00, перерыв 13:00-14:00; сб 10:00-16:00, перерыв 13:00-14:00",ТЦ,52.849074,91.419658,,,,,450
80400898,МТС ФР,Республика Хакасия,Шира,поселок городского типа Шира улица 50 лет ВЛКСМ 29,"пн-пт 09:00-18:00, сб-вс 10:00-16:00",Стрит,54.495072,89.975334,,,,,450
61126563,МТС ФР,Ростовская область,Багаевская,станица Багаевская улица Подройкина 23,"пн-сб 08:30-18:30, вс 09:00-18:00",Стрит,47.322392,40.369806,,,ДС Лукьянова Марина,,
61114224,МТС ФР,Ростовская область,Батайск,город Батайск улица М. Горького 133/5,ежедн. 08:00-20:00,Стрит,47.140687,39.739133,,,ДС Лукьянова Марина,,
61130603,МТС ФР,Ростовская область,Батайск,город Батайск улица Октябрьская 116/1,ежедн. 09:00-19:00,Стрит,47.126473,39.736255,,,ДС Лукьянова Марина,,
61129746,МТС ФР,Ростовская область,Батайск,город Батайск улица Северный Массив 2/1,ежедн. 09:00-19:00,Стрит,47.155727,39.745804,21-09-22,22-09-22,ДС Лукьянова Марина,,
61127581,МТС ФР,Ростовская область,Боковская,станица Боковская улица Теличенко 17,"пн-пт 09:00-17:00, сб 09:30-14:30",Стрит,49.228866,41.838507,,,ДС Лукьянова Марина,,
61130867,МТС ФР,Ростовская область,Большая Мартыновка,поселок городского типа Большая Мартыновка улица Лемешко 36,ежедн. 08:00-17:00,Стрит,47.27335,41.66744,,,ДС Лукьянова Марина,,
61126564,МТС ФР,Ростовская область,Веселый,поселок Веселый переулок Комсомольский 51а,"пн-сб 08:30-18:30, вс 09:00-18:00",Стрит,47.092604,40.741653,,,ДС Лукьянова Марина,,
61127579,МТС ФР,Ростовская область,Вешенская,станица Вешенская улица Розы Люксембург 11,ежедн. 08:00-18:00,Стрит,49.630339,41.729491,,,ДС Лукьянова Марина,,
61108534,МТС ФР,Ростовская область,Волгодонск,город Волгодонск переулок Западный 4А,"пн-сб 09:00-19:00, перерыв 13:00-13:20; вс 09:00-18:00, перерыв 13:00-13:20",Стрит,47.512144,42.195818,,,ДС Лукьянова Марина,,
61129174,МТС ФР,Ростовская область,Волгодонск,город Волгодонск улица Весенняя 56,ежедн. 10:00-19:00,ТЦ,47.513668,42.185436,,,ДС Лукьянова Марина,,
61129641,МТС ФР,Ростовская область,Волгодонск,город Волгодонск улица Ленина 109,"пн-пт 08:00-19:00, сб-вс 08:00-18:00",Стрит,47.509213,42.166714,,,ДС Лукьянова Марина,,
61129034,МТС ФР,Ростовская область,Волгодонск,город Волгодонск улица Морская 64,ежедн. 09:00-18:00,,47.520633,42.153371,,,ДС Лукьянова Марина,,
61129033,МТС ФР,Ростовская область,Волгодонск,город Волгодонск улица Строителей 19,ежедн. 09:00-18:00,,47.517159,42.198684,,,ДС Лукьянова Марина,,
61122679,МТС ФР,Ростовская область,Волгодонск,город Волгодонск улица Энтузиастов 35,"пн-сб 08:30-18:30, вс 09:00-18:00",Стрит,47.525368,42.196294,,,ДС Лукьянова Марина,,
61127558,МТС ФР,Ростовская область,Гигант,поселок Гигант улица Ленина 38,"пн-сб 08:30-18:30, вс 09:00-18:00",Стрит,46.507931,41.337808,,,ДС Лукьянова Марина,,
61125347,МТС ФР,Ростовская область,Глубокий,поселок городского типа Глубокий переулок Чкалова 6,ежедн. 08:00-17:00,Стрит,48.52389,40.31986,,,ДС Лукьянова Марина,,
61127888,Виртуальный монобренд,Ростовская область,Гуково,город Гуково улица Карла Маркса 68д,ежедн. 09:00-19:00,Стрит,48.017361,39.878188,,,ДС Лукьянова Марина,,
61130868,Виртуальный монобренд,Ростовская область,Гуково,город Гуково улица Шахтерская 53,ежедн. 08:00-18:00,Стрит,48.058211,39.941957,,,ДС Лукьянова Марина,,
61125413,Виртуальный монобренд,Ростовская область,Донецк,город Донецк улица Горького 67,ежедн. 09:00-18:00,Стрит,48.337122,39.952005,,,ДС Лукьянова Марина,,
61126913,МТС ФР,Ростовская область,Донской,поселок Донской улица Юности 6В,ежедн. 08:30-18:30,Стрит,47.413427,40.258200,30-09-22,06-10-22,ДС Лукьянова Марина,,
61116308,МТС ФР,Ростовская область,Дубовское,село Дубовское улица Ленина 89,"пн-сб 08:30-18:30, вс 09:00-18:00",Стрит,47.412248,42.770929,,,ДС Лукьянова Марина,,
61128439,Виртуальный монобренд,Ростовская область,Зерноград,город Зерноград улица Социалистическая 18/12,ежедн. 09:00-19:00,Стрит,46.848824,40.30285,,,ДС Лукьянова Марина,,
61128095,МТС ФР,Ростовская область,Зимовники,поселок Зимовники улица Скибы 153А,"пн-сб 08:30-18:30, вс 09:00-18:00",ТЦ,47.145342,42.469555,,,ДС Лукьянова Марина,,
61117962,МТС ФР,Ростовская область,Кагальницкая,станица Кагальницкая переулок Кольцовский 33а,ежедн. 09:00-17:00,Стрит,46.882299,40.149169,,,ДС Лукьянова Марина,,
61128875,МТС ФР,Ростовская область,Каменоломни,поселок городского типа Каменоломни улица Комсомольская 6А,ежедн. 09:00-19:00,Стрит,47.670785,40.197429,,,ДС Лукьянова Марина,,
61129027,МТС ФР,Ростовская область,Куйбышево,село Куйбышево улица Куйбышевская 1а,ежедн. 08:00-18:00,Стрит,47.810465,38.906320,,,ДС Лукьянова Марина,,
61127100,МТС ФР,Ростовская область,Кулешовка,село Кулешовка улица Матросова 16А,ежедн. 08:00-18:00,Стрит,47.078864,39.535415,24-09-22,25-09-22,ДС Лукьянова Марина,,
61122343,МТС ФР,Ростовская область,Матвеев-Курган,поселок Матвеев-Курган улица Комсомольская 112,ежедн. 08:00-18:00,Стрит,47.564427,38.860608,,,ДС Лукьянова Марина,,
61127559,МТС ФР,Ростовская область,Мечетинская,станица Мечетинская улица Ленина 76а,"пн-сб 08:30-18:30, вс 09:00-18:00",Стрит,46.771439,40.456690,,,ДС Лукьянова Марина,,
61130869,МТС ФР,Ростовская область,Миллерово,город Миллерово улица Льва Толстого 44,ежедн. 08:00-18:00,Стрит,48.925579,40.399673,,,ДС Лукьянова Марина,,
61121227,МТС ФР,Ростовская область,Обливская,станица Обливская улица Ленина 2а,ежедн. 08:30-18:30,Стрит,48.540882,42.499573,,,ДС Лукьянова Марина,,
61126910,МТС ФР,Ростовская область,Ольгинская,станица Ольгинская переулок 8-й 7А,ежедн. 08:00-19:00,Стрит,47.190625,39.946449,,,ДС Лукьянова Марина,,
61130870,МТС ФР,Ростовская область,Песчанокопское,село Песчанокопское улица Суворова 19К,ежедн. 08:00-18:00,Стрит,46.181126,41.083808,,,ДС Лукьянова Марина,,
61122344,МТС ФР,Ростовская область,Покровское,село Покровское переулок Тургеневский 23,ежедн. 08:00-18:00,Стрит,47.414394,38.902120,,,ДС Лукьянова Марина,,
61127690,Виртуальный монобренд,Ростовская область,Ремонтное,село Ремонтное улица Дзержинского 58,ежедн. 09:00-18:00,Стрит,46.558397,43.652312,,,ДС Лукьянова Марина,,
61121221,МТС ФР,Ростовская область,Родионово-Несветайская,слобода Родионово-Несветайская улица Московская 21,ежедн. 09:00-17:00,Стрит,47.609893,39.704917,22-08-22,24-08-22,ДС Лукьянова Марина,,
61130871,МТС ФР,Ростовская область,Романовская,станица Романовская улица Тюхова 80Б,ежедн. 08:00-18:00,Стрит,47.540534,42.033964,,,ДС Лукьянова Марина,,
61128091,МТС ФР,Ростовская область,Ростов-на-Дону,город Ростов-на-Дону проспект Михаила Нагибина 32,ежедн. 09:00-20:00,ТЦ,47.258513,39.719884,,,,,300
61130873,МТС ФР,Ростовская область,Ростов-на-Дону,город Ростов-на-Дону улица Вятская 47б,ежедн. 09:00-20:00,Стрит,47.283248,39.756353,,,,,300
61118186,МТС ФР,Ростовская область,Ростов-на-Дону,город Ростов-на-Дону улица Еременко 62,ежедн. 09:00-20:00,Стрит,47.231693,39.618327,27-09-22,28-09-22,,,300
61119746,МТС ФР,Ростовская область,Ростов-на-Дону,город Ростов-на-Дону улица Зорге 13,ежедн. 09:00-20:00,Стрит,47.220049,39.631533,01-10-22,05-10-22,,,300
61130872,Виртуальный монобренд,Ростовская область,Ростов-на-Дону,город Ростов-на-Дону улица Курчатова 64,ежедн. 09:00-19:00,Стрит,47.267224,39.787194,,,,,300
61120119,МТС ФР,Ростовская область,Ростов-на-Дону,город Ростов-на-Дону улица Петренко 1,ежедн. 11:00-21:00,ТЦ,47.320359,39.687418,,,,,300
61130874,МТС ФР,Ростовская область,Ростов-на-Дону,город Ростов-на-Дону улица Сиверса 3,ежедн. 08:00-20:00,ТУ,47.220669,39.693084,,,,,300
61130545,МТС ФР,Ростовская область,Сальск,город Сальск улица Станиславского 103,ежедн. 10:00-18:00,ТЦ,46.468755,41.55525,,,ДС Лукьянова Марина,,
61117781,МТС ФР,Ростовская область,Самарское,село Самарское улица Карла Маркса 22,ежедн. 08:00-18:00,Стрит,46.935661,39.680482,,,ДС Лукьянова Марина,,
61115333,МТС ФР,Ростовская область,Семикаракорск,город Семикаракорск улица Абрамова 63/5,ежедн. 08:30-18:00,Стрит,47.514354,40.789215,,,ДС Лукьянова Марина,,
61110415,МТС ФР,Ростовская область,Семикаракорск,город Семикаракорск улица Ленина 132,"ПН-СБ 08:00-18:00, ВС 09:00-16:00",Стрит,47.521639,40.808893,02-09-22,03-09-22,ДС Лукьянова Марина,,
61130875,МТС ФР,Ростовская область,Таганрог,город Таганрог переулок Гоголевский 4,ежедн. 09:00-19:00,Стрит,47.217475,38.919178,,,ДС Лукьянова Марина,,
61130877,МТС ФР,Ростовская область,Тарасовский,поселок городского типа Тарасовский улица Кирова 3А,ежедн. 08:00-17:00,Стрит,48.731130,40.369370,,,ДС Лукьянова Марина,,
61129310,МТС ФР,Ростовская область,Усть-Донецкий,поселок Усть-Донецкий улица Горького 67,ежедн. 08:00-18:00,Стрит,47.642405,40.86864,26-09-22,27-09-22,ДС Лукьянова Марина,,
61108538,МТС ФР,Ростовская область,Цимлянск,город Цимлянск улица Социалистическая 17/27,"пн-сб 09:00-19:00, перерыв 13:00-13:20; вс 09:00-18:00, перерыв 13:00-13:20",Стрит,47.643559,42.102771,,,ДС Лукьянова Марина,,
61121455,Телефон.ру ФР,Ростовская область,Цимлянск,город Цимлянск улица Социалистическая 17/27,"пн-сб 09:00-19:00, перерыв 13:00-13:20; вс 09:00-18:00, перерыв 13:00-13:20",ТЦ,47.643513,42.103615,,,ДС Лукьянова Марина,,
61130876,МТС ФР,Ростовская область,Чертково,поселок Чертково улица Петровского 117,ежедн. 08:00-17:00,Стрит,49.379030,40.147185,,,ДС Лукьянова Марина,,
10501203,МТС ФР,Рязанская область,Кадом,поселок городского типа Кадом переулок Октябрьский 2,ежедн. 09:00-18:00,ТЦ,54.557557,42.466184,,,,,400
10506040,МТС ФР,Рязанская область,Рыбное,город Рыбное улица Большая 8Б,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",ТЦ,54.725711,39.500423,,,Шнуренко Антонина Николаевна,,
10501208,МТС ФР,Рязанская область,Ряжск,город Ряжск площадь Советская 19,"пн-пт 09:00-18:00, перерыв 13:20-14:00; сб-вс 09:00-16:00",Стрит,53.708794,40.063532,,,,,400
10505747,МТС ФР,Рязанская область,Рязань,город Рязань улица Октябрьская 33,ежедн. 10:00-19:30,Стрит,54.658063,39.6483,,,Шнуренко Антонина Николаевна,,
10506900,МТС ФР,Рязанская область,Рязань,город Рязань шоссе Михайловское 73А,ежедн. 10:00-19:00,ТЦ,54.618171,39.669333,,,Шнуренко Антонина Николаевна,,
10506037,Виртуальный монобренд,Рязанская область,Сапожок,поселок городского типа Сапожок улица Советская 22,ежедн. 09:00-18:00,Стрит,53.944713,40.681771,,,,,400
10506904,МТС ФР,Рязанская область,Скопин,город Скопин улица Ленина 47,пн-сб 09:00-18:00,Стрит,53.823957,39.553839,,,,,400
50110049,МТС ФР,Самарская область,Алексеевка,поселок городского типа Алексеевка улица Невская 10,ежедн. 09:00-18:30,ТЦ,53.253406,50.48125,22-09-22,03-10-22,ДС Людова Лилия,,
50104574,МТС ФР,Самарская область,Алексеевка,село Алексеевка улица Советская 45,"пн-пт 08:00-19:00, сб 09:00-16:00",ТЦ,52.585997,51.270482,26-09-22,03-10-22,ДС Людова Лилия,,
50110258,МТС ФР,Самарская область,Береза,поселок городского типа Береза квартал 3 3,ежедн. 09:00-20:00,ТЦ,53.516143,50.140750,29-09-22,03-10-22,ДС Людова Лилия,,
50105145,МТС ФР,Самарская область,Богатое,село Богатое улица Строителей 74,"пн-пт 08:00-19:00, сб 09:00-17:00, вс 09:00-16:00",Стрит,53.061680,51.347414,20-08-22,22-08-22,ДС Людова Лилия,,
50111667,МТС ФР,Самарская область,Большая Глушица,село Большая Глушица улица Советская 36,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",ТЦ,52.391687,50.479017,,,ДС Людова Лилия,,
50105732,МТС ФР,Самарская область,Борское,село Борское улица Демьяна Бедного 6,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,53.026269,51.696041,,,ДС Людова Лилия,,
50105946,МТС ФР,Самарская область,Жигулевск,город Жигулевск микрорайон В-1 21д,"пн-сб 08:00-20:00, вс 09:00-19:00",Стрит,53.402606,49.525244,,,ДС Людова Лилия,,
50105146,МТС ФР,Самарская область,Исаклы,село Исаклы улица Ленинская 53/1,"пн-пт 09:00-19:00, сб-вс 09:00-17:00",Стрит,54.130272,51.535530,29-09-22,30-09-22,ДС Людова Лилия,,
50105147,МТС ФР,Самарская область,Камышла,село Камышла улица Победы 55,ежедн. 08:00-19:00,ТЦ,54.11774,52.14039,07-09-22,12-09-22,ДС Людова Лилия,,
50110052,МТС ФР,Самарская область,Кинель,город Кинель улица Советская 64,ежедн. 09:00-19:00,Стрит,53.232021,50.636058,01-10-22,03-10-22,ДС Людова Лилия,,
50103698,МТС ФР,Самарская область,Кинель-Черкассы,поселок городского типа Кинель-Черкассы улица Молодогвардейская 68,"пн-сб 08:00-19:00, вс 09:00-19:00",ТЦ,53.462272,51.514492,,,ДС Людова Лилия,,
50115096,МТС ФР,Самарская область,Клявлино,станция Клявлино улица Северня 70,ежедн. 09:00-18:00,ТЦ,54.266752,52.026693,,,ДС Людова Лилия,,
50105731,МТС ФР,Самарская область,Кошки,село Кошки улица 60 Лет Октября 35,"пн-сб 09:00-19:00, вс 09:00-18:00",Стрит,54.204694,50.466733,28-09-22,03-10-22,ДС Людова Лилия,,
50112488,МТС ФР,Самарская область,Красноармейское,село Красноармейское улица Мира 11а,"пн-пт 08:00-19:00, сб-вс 09:00-18:00",Стрит,52.71446,50.032918,24-09-22,26-09-22,ДС Людова Лилия,,
50109811,МТС ФР,Самарская область,Курумоч,город Курумоч проспект Ленина 20,"пн-пт 09:00-20:00, сб-вс 09:00-18:00",ТЦ,53.488378,50.029248,01-10-22,03-10-22,ДС Людова Лилия,,
50114064,МТС ФР,Самарская область,Лопатино,село Лопатино улица Весенняя 1А,"пн-сб 09:00-20:00, вс 10:00-20:00",,53.114307,50.163603,,,ДС Людова Лилия,,
50113052,МТС ФР,Самарская область,Новосемейкино,поселок городского типа Новосемейкино улица Советская 40а,ежедн. 09:00-19:00,ТЦ,53.370324,50.353815,27-09-22,03-10-22,ДС Людова Лилия,,
50112916,МТС ФР,Самарская область,Октябрьск,город Октябрьск улица Ленина 1К,"пн-пт 08:00-18:00, сб-вс 09:00-16:00",ТЦ,53.163185,48.657418,01-10-22,03-10-22,ДС Людова Лилия,,
50105266,МТС ФР,Самарская область,Пестравка,поселок городского типа Пестравка улица Крайнюковская 79,"пн-пт 09:00-17:00, сб 09:00-14:00",ТЦ,52.40362,49.959287,,,ДС Людова Лилия,,
50113587,МТС ФР,Самарская область,Петра Дубрава,поселок городского типа Петра Дубрава улица 60 лет Октября 6,"ПН-ПТ 09:00-20:00, СБ-ВС 09:00-18:00",ТЦ,53.295449,50.365978,24-09-22,26-09-22,ДС Людова Лилия,,
50113045,МТС ФР,Самарская область,Подбельс,село Подбельс улица Ленинградская 6а,ежедн. 09:00-18:00,Стрит,53.605306,51.804759,,,ДС Людова Лилия,,
50111464,МТС ФР,Самарская область,Прибрежный,поселок городского типа Прибрежный улица Звездная 1А,"ежедн. 09:00-19:00, перерыв 13:00-14:00",ТЦ,53.484444,49.846293,05-09-22,08-09-22,ДС Людова Лилия,,
50103868,МТС ФР,Самарская область,Приволжье,поселок городского типа Приволжье улица Парковая 13,"пн-сб 08:00-19:00, вс 09:00-18:00",Стрит,52.863678,48.603982,18-09-22,19-09-22,ДС Людова Лилия,,
50111583,МТС ФР,Самарская область,Рощинский,поселок Рощинский . Военторг 19Б,ежедн. 08:00-18:00,ТЦ,53.05117,50.496843,,,ДС Людова Лилия,,
50106448,МТС ФР,Самарская область,Самара,город Самара квартал 2 43,"пн-сб 09:00-20:00, вс 09:00-19:00",Стрит,53.299405,50.286351,,,ДС Людова Лилия,,
50106449,МТС ФР,Самарская область,Самара,город Самара квартал 4 15 литер Е,"пн-сб 09:00-20:00, вс 10:00-20:00",Стрит,53.390326,50.169453,14-09-22,17-09-22,ДС Людова Лилия,,
50113521,МТС ФР,Самарская область,Самара,город Самара проспект Металлургов 78,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",ТЦ,53.233649,50.274722,,,ДС Людова Лилия,,
50113895,МТС ФР,Самарская область,Самара,город Самара Самара Победы 92А,"пн-сб 09:00-20:00, вс 10:00-20:00",,53.212695,50.247238,,,ДС Людова Лилия,,
50114066,МТС ФР,Самарская область,Самара,город Самара улица Ново-вокзальная 219,"пн-сб 09:00-20:00, вс 10:00-20:00",,53.242640,50.211450,,,ДС Людова Лилия,,
50114918,МТС ФР,Самарская область,Сергиевск,село Сергиевск улица Карла Маркса 59,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,53.941522,51.167122,,,ДС Людова Лилия,,
50110798,МТС ФР,Самарская область,Сухая Самарка,поселок Сухая Самарка улица Белорусская 131,"пн-пт 09:00-20:00, сб-вс 09:00-19:00",,53.142551,50.042239,10-09-22,12-09-22,ДС Людова Лилия,,
50113781,МТС ФР,Самарская область,Тимашево,село Тимашево улица Революционная 40,"пн-сб 08:00-18:00, вс 08:00-16:00",,53.341602,51.176034,,,ДС Людова Лилия,,
50114065,МТС ФР,Самарская область,Тольятти,город Тольятти проспект Степана Разина 8г,"пн-сб 10:00-19:00, вс 10:00-18:00",,53.533072,49.297652,,,ДС Людова Лилия,,
50105225,МТС ФР,Самарская область,Тольятти,город Тольятти улица Победы 29,ежедн. 10:00-20:00,ТЦ,53.518909,49.423455,,,ДС Людова Лилия,,
50114095,МТС ФР,Самарская область,Тольятти,город Тольятти улица Фрунзе 23б,"пн-сб 10:00-19:00, вс 10:00-18:00",,53.514226,49.283826,,,ДС Людова Лилия,,
50109808,МТС ФР,Самарская область,Усть-Кинельский,поселок городского типа Усть-Кинельский улица Шоссейная 83а,"пн-сб 09:00-20:00, вс 09:00-18:00",ТЦ,53.268558,50.563544,26-09-22,30-09-22,ДС Людова Лилия,,
50105728,МТС ФР,Самарская область,Челно-Вершины,село Челно-Вершины улица Октябрьская 2,"пн-пт 08:00-18:00, сб-вс 09:00-16:00",Стрит,54.415765,51.083166,08-09-22,09-09-22,ДС Людова Лилия,,
50111465,МТС ФР,Самарская область,Шентала,поселок Шентала улица Вокзальная 2Е,"пн-пт 09:00-19:00, сб-вс 10:00-17:00",Стрит,54.434349,51.466351,09-08-22,11-08-22,ДС Людова Лилия,,
50105733,МТС ФР,Самарская область,Шигоны,село Шигоны площадь Торговая 18б,"пн-пт 09:00-19:00, сб-вс 09:00-18:00",Стрит,53.385568,48.673103,,,ДС Людова Лилия,,
30122525,МТС ФР,Санкт-Петербург и Ленинградская область,Всеволожск,город Всеволожск улица Крымская 6,"пн-сб 10:00-20:00, вс 10:00-19:00",Стрит,59.987186,30.650880,01-10-22,02-10-22,Регионал Ширко Елизавета,,
30112610,МТС ФР,Санкт-Петербург и Ленинградская область,Имени Морозова,поселок Имени Морозова улица Мира 3,ежедн. 10:00-20:00,Стрит,59.972178,31.026021,30-09-22,04-10-22,Регионал Ширко Елизавета,,
30129729,МТС ФР,Санкт-Петербург и Ленинградская область,Имени Свердлова,поселок городского типа Имени Свердлова проезд Западный 3А,ежедн. 10:00-20:00,Стрит,59.798662,30.636231,01-10-22,03-10-22,Регионал Ширко Елизавета,,
30119210,МТС ФР,Санкт-Петербург и Ленинградская область,Каменка,поселок Каменка . . пом. 3а,ежедн. 10:00-20:00,ТЦ,60.447415,29.086254,,,Регионал Ширко Елизавета,,
30128704,МТС ФР,Санкт-Петербург и Ленинградская область,Колтуши,деревня Колтуши . . 5А,"пн-пт 11:00-20:00, сб-вс 12:00-19:00",ТЦ,59.932973,30.654039,,,Регионал Ширко Елизавета,,
30128888,Виртуальный монобренд,Санкт-Петербург и Ленинградская область,Лесколово,поселок городского типа Лесколово улица Красноборская 2,ежедн. 10:00-20:00,Стрит,60.271112,30.457293,,,Регионал Ширко Елизавета,,
30125438,МТС ФР,Санкт-Петербург и Ленинградская область,Отрадное,поселок городского типа Отрадное улица Щурова 6А,ежедн. 10:00-20:00,Стрит,59.769096,30.798124,01-10-22,03-10-22,Регионал Ширко Елизавета,,
30129275,МТС ФР,Санкт-Петербург и Ленинградская область,Приозерск,город Приозерск улица Ленина 28А,ежедн. 10:00-20:00,Стрит,61.038294,30.123411,,,Регионал Ширко Елизавета,,
30129276,МТС ФР,Санкт-Петербург и Ленинградская область,Санкт-Петербург,город Санкт-Петербург проспект Ветеранов 141,ежедн. 09:00-21:00,Стрит,59.835759,30.145876,,,Регионал Ширко Елизавета,,
30129029,МТС ФР,Санкт-Петербург и Ленинградская область,Санкт-Петербург,город Санкт-Петербург проспект Маршака 10,ежедн. 11:00-18:00,ТЦ,60.033427,30.447049,,,Регионал Ширко Елизавета,,
